School Name,Principal Name,Other Contacts,Email,Phone Number,Website,State/City
"Eklavya Model Residential School, Akkalkuwa",Pramukh Joga Patil,,emrsakkalkuwa2019@gmail.com,- 9403085049-,https://emrsakkalkuva.emrsmaharashtra.com/,"NANDURBAR, Maharashtra"
"Eklavya Model Residential School, Chitrakoot, Satna, M.P.",Ramanand Shukla,,emrschitrakoot@gmail.com,91- -,,"SATNA, Madhya Pradesh"
"Eklavya Model Residential School, Dhongsagali",Bharat Khatrya Vasave,,emrsds2019@gmail.com,- 7020555946-,https://emrsdhonsangli.emrsmaharashtra.com/,"NANDURBAR, Maharashtra"
"Eklavya Model Residential School, Gandhwani",Mr Veersingh Rajput,,mmmnagar@gmail.com,- 07294261719-,http://emrsgandhwani.blogspot.com,"DHAR, Madhya Pradesh"
"Eklavya Model Residential School, Jagana",Laxmanbhai U Mali,,emrs.jagana@gmail.com,- 9428269484-,www.eklavyagujarat.org,"BANASKANTHA/PALANPUR, Gujarat"
"Eklavya Model Residential School, Palsunde",Padamsing Maharu Rathod,,emrspalsunde@gmail.com,- 7666558735-,https://emrspalsunde.emrsmaharashtra.com/,"PALGHAR, Maharashtra"
"Eklavya Model Residential School, Shinde Digar",Raju Kisan Golesar,,emrsshindedigar@gmail.com,- 9423961725-,www.shindedigar.emrsmaharashtra.com,"NASHIK, Maharashtra"
Eklavya Model Residentioal School,Krutika Ramanlal Patel,,atulvidyamandir@gmail.com,- 8347009368-,www.atulvidyamandir.ac.in,"VALSAD, Gujarat"
Eklavya Model Residentional School Shamlaji,Rathod Bhupendrakumar N,,emrsshamlaji@gmail.com,- 0-,www.no.com,"ARVALLI - MODASA, Gujarat"
Eklavya Model Residetial School Chamorshi,Shri Subhash Lande,,erschamorshi@gmail.com,- 07132222005-,MAHATRIBAL.GOV.IN,"GADCHIROLI, Maharashtra"
Eklavya Public School,Mr Sanyam Shete,,shailapkarnekar@gmail.com,0231- 2324071-,,"KOLHAPUR, Maharashtra"
Eklavya Residential Public School,Sanjay Laxman Bontawar,,eklavyaborgaon@gmail.com,0719- 9225144-,,"GONDIA, Maharashtra"
Eklavya Residential School,Suresh Nilkanth Deore,,eklavya_school@rediffmail.com,0253- 2534090-,mahatribal.gov.in,"NASHIK, Maharashtra"
Eklavya Residential School Titve Tal Dindori Dist Nashik Maharashtra,Mr Santosh Madhukar Dukale,,erpstitve@gmail.com,- 9689686523-,mahatribal.gov.in,"NASHIK, Maharashtra"
"Eklavya Residential School,",Smt Rupa Sudhakar Borekar,,eklavyadewada@gmail.com,- 9730629102-,mahatribal.gov.in,"CHANDRAPUR, Maharashtra"
Eklvaya Model Residential School (Pvtg),Mrs. Savita Pathak,,ptg2017@rediffmail.com,- 09424398491-,www.eklavyapvtgjbp.com,"JABALPUR, Madhya Pradesh"
Eklvya Model Resedential School Bajna,Lakahn Lal Shastri,,emrssrtm@yahoo.com,- 457555-,https://tribal.mp.gov.in,"RATLAM, Madhya Pradesh"
Ekvira School Of Brilliants,Nargis Shamim Qazi,,tush.excel@gmail.com,7224- 8554991117-,www.esobd.com,"AMRAVATI, Maharashtra"
"Ekvira School Of Brilliants, Morshi",Mangesh B Wankhade,,chavhan_tushar@yahoo.com,- 07228222025-,http://www.esob.co.in/Morshi,"AMRAVATI, Maharashtra"
Elite English Medium School,Mrs Joyita Ray Chaudhuri,,eliteenglishmediumschool@gmail.com,- 9825423314-,http://www.eliteeducationalinstitute.org,"MORBI, Gujarat"
Elpro International School,Dr Amrita Vohra,,amrita@hindcharitytrust.org,020- 67333500-,http://www.globalindianschool.org/,"PUNE, Maharashtra"
Emerald Heights International School,Mrs Anamika Singh,,accounts@emeraldheights.edu.in,0731- 07314067536-,http://emeraldheights.edu.in/,"INDORE, Madhya Pradesh"
Emerald Heights School,Balaiah Gangaraboyina,,30233@cbseshiksha.in,0724- 07242443439-,http://www.emeraldakola.com,"AKOLA, Maharashtra"
"Emerald Public School,",Mr Suresh Kumar Nair,,dpbaser@gmail.com,7274- 9926442332-,http://www.emeraldpublicschoolkhattegaon.com,"DEWAS, Madhya Pradesh"
"Eminent Public School,",Dr P Bhuvanendran,,PRINCIPALEMINENT@YAHOO.COM,7292- 236788-,,"DHAR, Madhya Pradesh"
Empyrean School,Aruna Kalyanaraman,,principal@empyreanschool.com,- 9987064552-,www.empyreanschool.com,"RAIGAD, Maharashtra"
Emrs Pvtg Indore,P M Mathew,,eklavyaptgindore@gmail.com,- 07314256864-,,"INDORE, Madhya Pradesh"
English Teaching School,Mr Kiran J Mistry,,ets@nesnadiad.org,- 02682558766-,http://www.nesets.org,"KHEDA, Gujarat"
Eon Gyanankur English School,Sunita Rai,,transforminglivesmary@gmail.com,020- 65307171-,,"PUNE, Maharashtra"
Epathshala Vihirgaon,Mrs Anagha Palsodkar,,vrudhula.vani@epathshalaonline.com,0712- 6452061-,http://www.epathshalaonline.com,"NAGPUR, Maharashtra"
Era English Medium School,Mr Rakeshkumar Deshpande,,eraschoolpkd@gmail.com,- 9422168163-,http://www.eraschool.org.in,"YAVAT MAL, Maharashtra"
Era International School,Sarmistha Dutta,,satishgore03@gmail.com,- 02402471533-,http://www.aiera.in,"AURANGABAD, Maharashtra"
"Era International School, Revati Nagar ,Besa",Mrs Priya Ronghe,,pandavanita5@gmail.com,- 7745077153-,erabesa.co.in,"NAGPUR, Maharashtra"
Espalier Heritage School,Ankita Rautela Kurya,,espalierheritage@gmail.com,- 7875117380-,https://www.espalierschool.com,"NASHIK, Maharashtra"
Essar International School,Mrs Sunita Matoo,,essarinternationalschool@essar.com,0261- 6684073- 884012,http://www.essarinternationalschool.org,"SURAT, Gujarat"
Essence International School,Mrs Beena R Menon,,principal@neis.in,0712- 9673991155-,http://www.neis.in,"NAGPUR, Maharashtra"
Eternal School Of Studies,Mrs Sowdamini Jhala,,info.eternalschool@yahoo.com,- 07364229615--,http://eternalschoolofstudies.net,"SHAJAPUR, Madhya Pradesh"
Eternal University,HS Dhaliwal,,,9805098702,,sirmur
Eureka Early Learning Center Gurgaon Palam Vihar,,,info@eurekapreschool.com,0124-4238423,,Play Schools
Euro,Spanditha Euro School,,,99860 71952,,Bangalore
Euro Global Academy,Mr Rajeev Kumar R,,euroglobalacademy@gmail.com,2837- 223046-,www.euroschool.edu.in,"KUTCH, Gujarat"
Euro Global School,,,euro51ggn@gmail.com,+91-7428753339,,Play Schools
Euro School,Dr Ritu Huria,,eurosurat@yahoo.com,261- 02616513003-,http://www.es04.euroschoolindia.com,"SURAT, Gujarat"
Eurokids Gurgaon Palam Vihar,,,eurokid.pv@gmail.com,0124 4203169,,Play Schools
Eva World School,Dr Vandana Kumar,,evadomcbse2020@gmail.com,- 02227760746-,www.evaworldschool.com,"THANE, Maharashtra"
Everest Secondary School,Abidi Syeda Tilath,,everestgroupofschool@gmail.com,0240- 6450828-,http://www.everestgroupofschools.org,"AURANGABAD, Maharashtra"
Excellence Valley International School,Mr Rajesh Singh Narwaria,,principal.evisbhind@outlook.com,9926- 7535293010-,http://www.excellencevalley.org,"BHIND, Madhya Pradesh"
Excellent Academy,Navin Kumar Bhagoria,,academy.excellent@rediffmail.com,7367- 76970201837-,http://www.excellentacademy.net,"UJJAIN, Madhya Pradesh"
Excellent Circle Of Studies,Nandita Chaturvedi,,poonam_raizada@yahoo.co.in,0751- 2436295-,,"GWALIOR, Madhya Pradesh"
Excelsior American School,Geeta Sachdeva,,admissions@excelsioreducation.org,919311091645,,Gurugram
"Fabtech Public School,Sangola",Mr Patil Sikandar Dastgir,,fabtechcbse@gmail.com,- 2187223000-,fabtecheducation.com,"SOLAPUR, Maharashtra"
Fahan International,,,,,,
Fairyland School,Varsha Sambhaji Jiwane,,dhanorkarvarsha@gmail.com,91- 8888530230-,FAIRYLANDGROUP.COM,"CHANDRAPUR, Maharashtra"
Faith Academy Sr. Sec School,Dr. M Kannan,,mkanm2002@yahoo.co.in,9899284143,,delhi
Faith Foundation Global School,Mr Pankaj Kitukale,,principal.ffgs@gmail.com,- 07471122747-,http://www.ffgschools.org,"DEWAS, Madhya Pradesh"
Fame Gurukul International School,Brajesh Kumar Gupta,,fgis.ujjain@outlook.com,- 8839643634-,http://www.fgisujjain.com,"UJJAIN, Madhya Pradesh"
Fatima Convent Public School (Cbse),A Marthal Theresal,,fatcopub@gmail.com,- 02782563256--,http://fcps.in/,"BHAVNAGAR, Gujarat"
Fazlani International School,Ms Ajtha P Nair,,principal@aishabaitrust.com,2114- 244373-,,"PUNE, Maharashtra"
Fellowship Mission School,Mrs Sunita Rajput,,MISHRASUNITA22@GMAIL.COM,0260- 6451309-,http://www.ambevidyalaya.org,"VALSAD, Gujarat"
Firdaus Amrut Centre School,Mrs Kirti Sharma,,facprincipal@yahoo.in,079- 22864145-,,"AHMEDABAD, Gujarat"
First Step Higher Secondary School,Mrs Ruchika Sao,,saomanju69@gmail.com,7162- 243632- 245065,,"CHHINDWARA, Madhya Pradesh"
First Step Junior School,Ghanshyam Sanesar,,firststepjuniorschool@outlook.com,- 0000000000-,http://www.fsjschourai.org,"CHHINDWARA, Madhya Pradesh"
First Steps International School,Mrs Reena Gupta,,principal.fsisbhind@gmail.com,- 8319504781-,http://www.firststepsedu.co.in,"BHIND, Madhya Pradesh"
Firstcry Intelliots Pre School,,,hello@firstcryintellitots.in,1353501303,,Play Schools
Flora Valley School And Junior College,Mr Pradeep Kumar Samal,,principal.fvs@flora.ac.in,- 02024336601-,http://www.flora.ac.in,"PUNE, Maharashtra"
Florence International School,Mrs Vandana Sen,,florenceinternationalsch.mp@gmail.com,- 9039921991-,http://www.florenceinternationalschool.com,"NEEMUCH, Madhya Pradesh"
"FLOWER DALE SCHOOL,DEHRA DUN",Mrs. Vatsala Kharola,,flowerdaleschool@yahoo.in,9411364481,,Dehradun
Flying Birds Academy English Medium School,Manojkumar Mahadev Golhar,,fba.pathardi@gmail.com,- 02428221919-,https://fbap.in/,"AHMEDNAGAR, Maharashtra"
Flying Colors Academy,Mr Sajal Kumar Dutta,,academyflying89@gmail.com,- 9407466999-,,"KHANDWA, Madhya Pradesh"
Flying Kids International English School C.B.S.E.Pattern,Chandramani Chaturvedi,,psmashalkar@gmail.com,2472- 203019-,,"OSMANABAD, Maharashtra"
Footprints Play School & Day Care,,,,8010055055,,Play Schools
Fort International Academy,Jayashree Amar Patil,,ksjohn1112@gmail.com,0231- 2980066- 263221,,"KOLHAPUR, Maharashtra"
fortune world school,,,,,,
FosterKids Gurgaon,,,support@fosterkids.in,91-9555573376,,Play Schools
Fr. Agnel Co-Ed Senior Secondary School,Mr Sojan Joseph,,sojan1969@gmail.coM,0755- 2528309-,,"BHOPAL, Madhya Pradesh"
Fr. Agnel School,Fr Savio Costa,,fragnelchandgad@rediffmail.com,0232- 02320-224013--,http://www.fragnelschoolchandgad.co.in/,"KOLHAPUR, Maharashtra"
Fransalian School Of Excellence,Arun Poulose,,fransalianschoolabad@gmail.com,- 02402334320-,www.fransalianschool.com,"AURANGABAD, Maharashtra"
Freedom Valley School,Mr.Pankaj Sharma,,principal@freedomvalleyschool.org,2622- 9753124622-,http://www.vibrantbardoli.org,"SURAT, Gujarat"
Future Flying School,Shailendra Joshi,,futureflyingschool@gmail.com,- 07282231175-,http://futureflyingschool.in/,"KHARGONE, Madhya Pradesh"
Future International Public School,Panchanan Barik,,fips2014@hotmail.com,0- 7771823777-,www.thefips.com,"RAJGARH, Madhya Pradesh"
G D GOENKA GLOBAL SCHOOL,,Urvashi Sura,,9555058467,,Noida
G G International School,Bharti Bhagwani,,principal@myggis.org,020- 020-27307036-,http://www.myggis.org,"PUNE, Maharashtra"
G H Raisoni Public School,Jayashri Bhake,,jayshree.bhake@raisoni.net,7104- 645575-,,"NAGPUR, Maharashtra"
G. C. M. Convent School,Sr Soumini,,gcmhsnowgong@rediffmail.com,0768- 07685257199-,http://www.gcmnowgong.com,"CHHATARPUR, Madhya Pradesh"
G. D. Goenka Public School,Dr M L Sharma,,info@gdgoenkamorena.com,- 6262624802-,www.gdgoenkamorena.com,"MORENA, Madhya Pradesh"
"G. D. GOENKA PUBLIC SCHOOL, AGRA 283105 (2131364)",Puneet Vashishtha,Vatsala Jain,yashvatsala@gmail.com,"9927030056.0, 7906179976",,Agra
G. D. Goenka World School,"Dr. Neeta Bali +91 981
-157-1857",,neetabali06@gmail.com,919818171304,,Gurugram
G.D Goenka Public School,Jayshree Patel,,principal@gdgoenkaindore.com,0731- 4271296-,http://www.gdgoenkaindore.com,"INDORE, Madhya Pradesh"
G.D. Goenka International School,Jayshree Choraria,,principal@gdgoenaksurat.com,0261- 2916900-,http://www.gdgoenkasurat.com,"SURAT, Gujarat"
G.D. Goenka Public School Jamnagar,Mr Mayank Trivedi,,hgsjam@gmail.com,- 0288567201-,http://www.hgs.oshwaleducationtrust.org,"JAMNAGAR, Gujarat"
"G.D. Goenka Public School, Gwalior",Mr Prakash Pallickamalil Jacob,,principal.gwaliorgdgps@gmail.com,0751- 2400026-,http://www.gdgoenkagwalior.com,"GWALIOR, Madhya Pradesh"
G.E.Is Blossom International School,Nilaja Pramod Patil,,blossomcbse@gmail.com,- 8976592465-,www.blossomcbse.in,"THANE, Maharashtra"
G.K. Gurukul,Mrs Mayuri Mehta,,affiliation@gkgurukul.com,- 2027402100-,http://www.gkgurukul.com,"PUNE, Maharashtra"
Ga Shash English Primary School,Aparna Phadnis,,sillod.chiefmentor@takshilaschools.in,2430- 9421240449-,,"AURANGABAD, Maharashtra"
Gaikwad Global School,Deepa Balasunder,,principal@gaikwadglobalschool.com,0240- 2350047-,http://www.gaikwadglobalschool.com,"AURANGABAD, Maharashtra"
Gaikwad-Patil International School,Ms Shabih Chaurasia,,anjali.gpis@gpgit.com,- 07103-,www.gpis-edu.org,"NAGPUR, Maharashtra"
Gajera Global School,Shweta Parihar,,principal.ggs@gajeratrust.org,0261- 0261-6502225-,http://ggs.edu.in,"SURAT, Gujarat"
Gajera International School,Sonia Budhiraja,,principal.kcbse@gajeratrust.org,0261- 2489700- 2484817,www.gisu.gajeratrust.org,"SURAT, Gujarat"
Galaxy National School,Mrs Antarpreet Dhupar,,samratddeshmukh@gmail.com,- 7798882390-,http://www.ourgns.com,"AHMEDNAGAR, Maharashtra"
Galaxy School,Mrs Manisha Sachin Chaudhary,,schoolgalaxy@yahoo.in,- 9130020421-,www.galaxyschooldighi.com,"PUNE, Maharashtra"
Gandhi City Public School,Mr Rahul Madanlal Chopda,,mohannair78@gmail.com,- 07158283873-,,"WARDHA, Maharashtra"
"Ganesh International School, Chikhali",Mrs Agnes Gregory Mascarenhas,,hr.gispune@gmail.com,- 8087001131-,http://www.ganeshinternationalschool.com,"PUNE, Maharashtra"
Ganesha Blessed Public School,Neelam Gupta,,ganesha.blessed@gmail.com,7492- 222917-,,"SHIVPURI, Madhya Pradesh"
Ganeshram Nagar Saraswati Shishu Balika Vidhya Mandir,,,,,,
Ganga International,,,,,,"Delhi, Ghewra"
Gangotri International School,Shipra Verma,,admin@gisgondal.com,- 9512300351-,http://www.gisgondal.com,"RAJKOT, Gujarat"
Gargi Tithi International School,Smt Meena Gaikwad,,contact@gtis.education,- 8686581815-,www.gtis.education,"PUNE, Maharashtra"
Garima Vidya Vihar Senior Sec. School,Rama Sharma,,rama.principalgvv@gmail.com,0731- 2623500-,,"INDORE, Madhya Pradesh"
Gautala Valley School Kannad,Mrs Sarita Jawaharlal Jain,,gvsknd2013@gmail.com,- 8975558683-,www.gautalavalleyschool.com,"AURANGABAD, Maharashtra"
Gautam International Academy,Mr Sangram Singh,,gautaminternationalacademydhar@gmail.com,7292- 07292-280600-,http://www.giaedu.org,"DHAR, Madhya Pradesh"
Gayatri English Medium School,Jayashree Tangtode,,svspm94@gmail.com,- 9527764646-,http://gayatriems.com/,"PUNE, Maharashtra"
Gayatri International Academy,Ragini Mathur,,principal.gisbachanpur@gmail.com,- 9425968280-,http://www.gayatriinternationalacademy.com,"DHAR, Madhya Pradesh"
GD Goenka,,Soniya Jagga,,9868558800,,"Gurugram, GGN Sec 48"
GD Goenka Flagship School,,Reema Sethi,,8860076180,,"Delhi, Vasant Kunj"
"GD Goenka Global School, Gurgaon",Ms. Navina Chadha,,admissions@gdgoenkaglobal.com,919643008162,,Gurugram
GD goenka IS,DHRUBA das,,office@gdgisn.com,9927622257,,Nainital
"GD Goenka La Petite, Malibu Towne, Gurgaon (Gurugram)",,,lapetitegurgaon@gmail.com,9818144366,,Play Schools
GD Goenka Public School,MS. INDERJIT KAUR BATRA,"Akanksha, Teacher",info@gdgoenkapaschimvihar.com,"011-35011027,011-35011028, 8586820569",,"Delhi, Paschim Vihar(2730267)"
"GD Goenka Public School, Sector 10",,Payal,info@gdgoenkadwarka.com,"011-47619000, 9896807618",,"Delhi, Dwarka(2730663)"
GD goenka signature school,sree lekha,,rinaich@gmail.com,+91 98116 65460,,Gurugram
GD Goenka World School,,,,,,"Gurgaon, Gurgaon"
GD Goenka World School_ICSE,,,,,,"Gurugram, Gurgaon"
Geeta Jyoti School,Ayodhya Kant Tripathi,,gjemsrewa@gmail.com,7662- 9303334455-,http://www.geetajyotischoolrewa.com,"REWA, Madhya Pradesh"
Geeta Public School,Dileep Shidhore,,dil896@gmail.com,7492- 224030-,,"SHIVPURI, Madhya Pradesh"
Geetaanjali Public School,Madhvi Dakwale,,gpsrewa@gmail.com,0766- 2408116-,http://www.geetanjalipublicschool.com/,"REWA, Madhya Pradesh"
Geetanjali Olympiad School,,,,,,Bangalore
GEMS,neeti bhalla,,,9711000835,,Gurugram
Gems English Medium School,Rohini Dattatray Joshi,,gemsenglishmedium@gmail.com,0253- 7720986777-,www.gemsschool.co.in,"NASHIK, Maharashtra"
Gems Genesis School,Shivani Mehta,,info.gemsscl@gmail.com,079- 9274022333-,,"AHMEDABAD, Gujarat"
Genesis Global,,,,,,"Noida, Noida"
Genesis Global School,Ms.Madhur Gupta,"Harish(Economics), HOD",info@genesisgs.edu.in,"9711000560, 9990298566",,"Noida, Greater Noida(2131232)"
Genius Educational Academy,Keyurkumar N Vaidya,,principalgea@gmail.com,0262- 9429487733-,http://www.geniuseducationalacademy.com,"SURAT, Gujarat"
Genius English Medium School,Miss Dipti Vadukul,,geniusschoolprincipal@gmail.com,- 9925595055-,http://geniusschool.edu.in/,"RAJKOT, Gujarat"
Genius International Public School,Ms Shalini Pandey,,gipsgwl@gmail.com,- 07512448801-,www.geniusinternational.org,"GWALIOR, Madhya Pradesh"
Genius International School,Mrs Anisha N Divecha,,geniusschoolbotad@gmail.com,- 7043767676-,,"BHAVNAGAR, Gujarat"
Genius Planet School,Mr Vishal Kumar Shukla,,geniusplanet@yahoo.com,- 07572406799-,www.geniusplanet.in,"HOSHANGABAD, Madhya Pradesh"
Genius Public School Ambah,Smt Anuradha Sharma,,GENIUSPUBLICSCHOOLAMBAH@YAHOO.IN,0753- 9826211051-,,"MORENA, Madhya Pradesh"
Girnar Public School,Mr Hiren B Vyas,,jnd.gps@gmail.com,- 7265888401-,www.jndgps.org,"JUNAGADH, Gujarat"
Gitanjali International School,,,,,,Gurugram
Gladiolus English Medium School,Vijay Santaram Shinde,,gems@rssp.org.in,- 000000000-,www.rssp.org.in,"PUNE, Maharashtra"
Global Academy,Uma Paliwal,,principalglobalnagda@gmail.com,7366- 241422-,http://www.globalnagda.org,"UJJAIN, Madhya Pradesh"
Global Concept School,Mr Rahul Goyal,,shrikanwartara.karhi@gmail.com,7283- 9755935648-,http://www.globalconceptschool.com,"KHARGONE, Madhya Pradesh"
Global Discovery School,Mrs Elizabeth Varghese,,sdpatel.trust@gmail.com,091- 9099929983-,http://www.globaldiscoveryacademy.com/index.php/sc,"VADODARA (BARODA), Gujarat"
"Global Discovery School, Halol",Mrs Rinku Mishra,,halol@globaldiscoveryacademy.com,- 9426384955-,www.globaldiscoveryschool.in,"PANCHMAHAL (GODHRA), Gujarat"
Global Gurukul,Narendra Trimbak Bhalerao,,theglobalgurukul@gmail.com,- 8380000091-,http://www.theglobalgurukul.com,"JALNA, Maharashtra"
Global Indian International School,Caesar Dsilva,,ea.ahmedabad@globalindianschool.org,079- 09737077726--,http://in.globalindianschool.org/Ahmedabad/,"AHMEDABAD, Gujarat"
Global International Public School,Sahab Dayal Aurora,,globaldabra@gmail.com,7524- 405055-,,"GWALIOR, Madhya Pradesh"
Global International School & Jr. College,Vinaya Pawan Bhalerao,,INFO@GLOBALINTERNATIONALSCHOOL.IN,- 02532970888-,www.globalinternationalschool.in,"NASHIK, Maharashtra"
Global International School Morochi,Taher Bashir Shaikh,,gismorochi1@gmail.com,- 021185262780-,www.gismorochi.in,"SOLAPUR, Maharashtra"
Global Knowledge Public School,Jagtap Pallavi,,globalkpschool@yahoo.com,091- 02382246588--,http://www.gkpslatur.com,"LATUR, Maharashtra"
Global Mission School,Mr Dhiraj Singh,,principal@gmisschool.org,2717- 9824726663-,http://www.gmischool.org,"AHMEDABAD, Gujarat"
Global Public School,,,,,,Gurugram
"Global Public School, Teekli, Gurugram",,,,,,Gurugram
Global School,Mr.Sayyed Usman Najir,,parvejpatel@gmail.com,- 02382- 255786-,http://www.phoenixfoundation.in,"LATUR, Maharashtra"
Global School Of Excellence,Lalita Jaymon,,51139@cbseshiksha.in,- 6269970073-,https://gse.whitealloy.com/,"RAISEN, Madhya Pradesh"
"Global Village Public School, Boramani",Ms Asma M Nadaf,,cumakant@gmail.com,- 9552637900-,,"SOLAPUR, Maharashtra"
Global Vision International School,Mrs Anitha R,,gvismandvi@gmail.com,- 09909941472-,,"KUTCH, Gujarat"
Global Ways School,,,,9650148036,,Play Schools
Globus Primary School,Mr Kapil P Trivedi,,Pallaviprasad901@GMAIL.com,0277- 228043-,,"SABARKANTHA/HIMMATNAGAR, Gujarat"
Glory English Medium School,Anjum Momin,,rumanas20@gmail.com,2137- 646011-,http://www.gloryems.com,"PUNE, Maharashtra"
Go Green International School,Mr. Girish Dhekane,,ggs.ujjain@gmail.com,- 07342524719-,www.gogreeninternationalschool.com,"UJJAIN, Madhya Pradesh"
GOD'S VALLEY PLAY SCHOOL,,,babitaguria1976@gmail.com,9816690958,,Play Schools
Godavari Foundations Godavari English Medium School,Mrs Nilima Chaudhari,,gemsjal@gmail.com,0257- 2270733-,http://www.godavarifoundation.org,"JALGAON, Maharashtra"
Gokul Global School,Iliyas Kureshi,,SUDHIRHADKESDB@GMAIL.COM,0276- 224855-,http://www.gokulglobalschool.com,"PATAN, Gujarat"
Gokuldass Public School,Mr Brajesh Kanoongo,,gpskhargone@gmail.com,7282- 241410-,,"KHARGONE, Madhya Pradesh"
Golden Days Universal School,K Sridevi,,golden.days@yahoo.com,91- 9595455577-,www.goldendaysschools.org,"NASHIK, Maharashtra"
Golden International School,Mrs Reena Khurana,,contact@gisindore.in,91- 09669196698-09669296698-,http://www.gisindore.in,"INDORE, Madhya Pradesh"
GOLDEN JUBILEE INSTITUTE NEAR,MRS. PRIYA PETER,,gjsjalna@gmail.com,9839470360,,
Golden Jubilee School,Priya Peter,,principal.gjsjalna@gmail.com,2482- 229898-,,"JALNA, Maharashtra"
Golden Tulip International School,Mr Lakesh Agrawal,,gtulip93@gmail.com,0763- 278261-,https://goldentulipinternationalschool.org/,"BALAGHAT, Madhya Pradesh"
Gomti Nandan Public School,Shikha Agrawal,,gomtinandanpublicschool@yahoo.com,- 8827312026-,http://www.mygnps.com,"SAGAR, Madhya Pradesh"
Gondia Public School,Mr Jeetendra Talreja,,eerataldar@gmail.com,7182- 202356- 24657,,"GONDIA, Maharashtra"
"Gondia Public School, Lakhandur- Pin Code- 441803, Dist. Bhandara (M.S)",Mr.T.M. Bhendarkar,,gps_gondia@rediffmail.com,0121- 9372514052-,,"BHANDARA, Maharashtra"
